class,method,pc,offset,length,key,text
ac,"public nro.ac(int, int, boolean, long, long, nro.bv, int);",46,32947,6,574924928,vDarts
ad,public static {};,58,32979,25,574924928,/mainImage/myTexture2dgoc
ad,public static {};,83,27526,4,574924928,.png
ad,public static {};,128,33004,31,574924928,/mainImage/myTexture2dcheck.png
ad,public static void cs();,213,2,1,574924928, 
ad,public static void cs();,311,3,2,574924928,  
ad,public static void cs();,376,5,3,574924928,   
ae,public static {};,15,33137,5,574924928,vKeys
ae,public static void p(int);,38,33142,17,574924928,/SmallImage/Small
ae,public static void p(int);,70,27526,4,574924928,.png
ae,public static void p(int);,145,33159,5,574924928,Small
ae,public static void cu();,39,33164,8,574924928,NR_image
ae,public static void ad();,63,33172,13,574924928,/img/Big0.png
ae,public static void ad();,100,33185,13,574924928,/img/Big1.png
ae,public static void ad();,139,33198,13,574924928,/img/Big2.png
ae,public static void ad();,180,33211,13,574924928,/img/Big3.png
ae,public static void cv();,140,2,1,574924928, 
ae,public static void cv();,180,3,2,574924928,  
ae,public static void cv();,220,5,3,574924928,   
ae,public static void q(int);,55,33142,17,574924928,/SmallImage/Small
ae,public static void q(int);,85,27526,4,574924928,.png
ae,public static void q(int);,204,33142,17,574924928,/SmallImage/Small
ae,public static void q(int);,235,27526,4,574924928,.png
ae,public static void q(int);,319,33159,5,574924928,Small
af,public static {};,12,33224,24,574924928,/mainImage/shadowBig.png
af,public static {};,31,30698,31,574924928,/mainImage/myTexture2dmobHP.png
af,public static void cF();,54,2,1,574924928, 
af,public static void cF();,148,2,1,574924928, 
af,public static void cF();,191,2,1,574924928, 
af,public static void cF();,232,3,2,574924928,  
af,public static void cF();,340,5,3,574924928,   
af,public static void cF();,1139,2,1,574924928, 
af,public static void cF();,1310,2,1,574924928, 
af,public static void cF();,1366,5,3,574924928,   
ag,public static void cH();,54,2,1,574924928, 
ag,public static void cH();,117,5,3,574924928,   
ag,public static void cH();,162,2,1,574924928, 
ag,public static void cH();,205,3,2,574924928,  
aj,public void a(java.io.DataInputStream);,92,33248,11,574924928,small num= 
aj,public void a(java.io.DataInputStream);,787,672,1,574924928,","
aj,public static void cI();,238,2,1,574924928, 
aj,public static void cI();,278,3,2,574924928,  
aj,public static void cI();,318,2,1,574924928, 
ak,public static void cJ();,54,2,1,574924928, 
ak,public static void cJ();,292,3,2,574924928,  
al,"public nro.al(int, int, int, int, int, boolean, int);",87,33334,12,574924928,TELEPORT x= 
al,"public nro.al(int, int, int, int, int, boolean, int);",118,31788,4,574924928, y= 
al,"public nro.al(int, int, int, int, int, boolean, int);",150,32069,7,574924928, type= 
al,"public nro.al(int, int, int, int, int, boolean, int);",359,33346,4,574924928,Y2= 
al,"public nro.al(int, int, int, int, int, boolean, int);",394,33350,62,574924928,--------------------------------------------------------------
al,"public nro.al(int, int, int, int, int, boolean, int);",528,33412,34,574924928,/mainImage/myTexture2dmaybay4a.png
al,"public nro.al(int, int, int, int, int, boolean, int);",589,33446,34,574924928,/mainImage/myTexture2dmaybay4b.png
al,"public nro.al(int, int, int, int, int, boolean, int);",624,33480,19,574924928,/mainImage/hole.png
al,"public nro.al(int, int, int, int, int, boolean, int);",679,33499,28,574924928,/mainImage/myTexture2dmaybay
al,"public nro.al(int, int, int, int, int, boolean, int);",725,27526,4,574924928,.png
al,public static {};,16,33527,9,574924928,vTeleport
al,public static void cL();,98,2,1,574924928, 
al,public static void cL();,310,3,2,574924928,  
al,public static void cL();,417,5,3,574924928,   
al,public static void cL();,1008,5,3,574924928,   
al,public static void cL();,1100,2,1,574924928, 
am,public static void cM();,54,2,1,574924928, 
am,public static void cM();,210,3,2,574924928,  
am,public static void cM();,250,5,3,574924928,   
am,public static void cM();,825,2,1,574924928, 
am,public static void cM();,1453,3,2,574924928,  
am,public static void cM();,1545,5,3,574924928,   
am,public static {};,12,33224,24,574924928,/mainImage/shadowBig.png
am,public static {};,31,30698,31,574924928,/mainImage/myTexture2dmobHP.png
am,"public nro.am(int, short, short, int, long, long);",1652,0,2,574924928,/x
am,"public nro.am(int, short, short, int, long, long);",1687,28457,12,574924928,/effectdata/
am,"public nro.am(int, short, short, int, long, long);",1728,28469,5,574924928,/data
am,"public nro.am(int, short, short, int, long, long);",1772,33536,23,574924928,/effectdata/108/img.png
an,public static {};,15,33559,4,574924928,vEff
an,public static void cN();,107,2,1,574924928, 
an,public static void cN();,150,2,1,574924928, 
an,public static void cN();,190,3,2,574924928,  
an,public static void cN();,230,5,3,574924928,   
ao,public static void cO();,54,2,1,574924928, 
ao,public static void cO();,299,2,1,574924928, 
ao,"public static void a(nro.aH, int);",35,33563,12,574924928,checkDelHash
ao,"public static void a(java.lang.String, byte, byte[]);",44,33575,10,574924928,ImgByName_
ao,public static {};,16,33585,11,574924928,h ImgByName
ao,public static nro.ch a(java.lang.String);,44,33575,10,574924928,ImgByName_
ap,public static {};,17,1082,10,574924928,vClanImage
ap,public static {};,40,1092,11,574924928,h id images
ap,public static void cP();,126,2,1,574924928, 
ap,public static void cP();,169,2,1,574924928, 
aq,public static void cQ();,54,2,1,574924928, 
aq,public static void cQ();,90,2,1,574924928, 
aq,public static void cQ();,128,3,2,574924928,  
ar,public static void cR();,54,2,1,574924928, 
ar,public static void cR();,178,2,1,574924928, 
ar,public static void cR();,218,3,2,574924928,  
ar,public static void cR();,258,5,3,574924928,   
as,public static void cT();,54,2,1,574924928, 
at,public final void cU();,53,0,2,574924928,/x
at,public final void cU();,87,28457,12,574924928,/effectdata/
at,public final void cU();,126,28469,5,574924928,/data
at,public final void cU();,166,35588,23,574924928,/effectdata/100/img.png
at,"public nro.at(int, short, short, int, long, long, int);",4740,0,2,574924928,/x
at,"public nro.at(int, short, short, int, long, long, int);",4775,28457,12,574924928,/effectdata/
at,"public nro.at(int, short, short, int, long, long, int);",4818,28469,5,574924928,/data
at,"public nro.at(int, short, short, int, long, long, int);",4862,35611,23,574924928,/effectdata/101/img.png
at,public static void cV();,76,3,2,574924928,  
at,public static void cV();,113,2,1,574924928, 
at,public static void cV();,279,2,1,574924928, 
at,public static void cV();,396,5,3,574924928,   
at,public static void cV();,1908,2,1,574924928, 
at,public static void cV();,2691,5,3,574924928,   
at,public static {};,12,33224,24,574924928,/mainImage/shadowBig.png
av,public static void cX();,54,5,3,574924928,   
av,public static void cX();,178,2,1,574924928, 
av,public static void cX();,218,3,2,574924928,  
av,public static void cX();,445,2,1,574924928, 
av,public static void cX();,1154,3,2,574924928,  
av,public static void cX();,1221,3,2,574924928,  
aw,public static void cY();,109,2,1,574924928, 
aw,public static void cY();,328,3,2,574924928,  
aw,public static void cY();,368,2,1,574924928, 
aw,public static void cY();,483,2,1,574924928, 
aw,public static void cY();,547,5,3,574924928,   
aw,public final void cZ();,1876,35675,20,574924928,err  Effect.update: 
aw,public final void cZ();,1912,3,2,574924928,  
aw,public static {};,16,35695,8,574924928,vEffData
aw,public static {};,38,35703,8,574924928,vLastEff
aw,public static {};,60,35711,7,574924928,vNewEff
aw,public static {};,82,35718,11,574924928,vdowloadEff
aw,"public nro.aw(int, int, int, int, int, int);",1466,0,2,574924928,/x
aw,"public nro.aw(int, int, int, int, int, int);",1501,28457,12,574924928,/effectdata/
aw,"public nro.aw(int, int, int, int, int, int);",1534,28469,5,574924928,/data
aw,"public nro.aw(int, int, int, int, int, int);",1655,28457,12,574924928,/effectdata/
aw,"public nro.aw(int, int, int, int, int, int);",1688,30669,8,574924928,/img.png
aw,"public nro.aw(int, nro.bv, int, int, int, byte);",1466,0,2,574924928,/x
aw,"public nro.aw(int, nro.bv, int, int, int, byte);",1501,28457,12,574924928,/effectdata/
aw,"public nro.aw(int, nro.bv, int, int, int, byte);",1534,28469,5,574924928,/data
aw,"public nro.aw(int, nro.bv, int, int, int, byte);",1655,28457,12,574924928,/effectdata/
aw,"public nro.aw(int, nro.bv, int, int, int, byte);",1688,30669,8,574924928,/img.png
aw,public final void n(nro.bF);,108,35729,7,574924928,Effect 
aw,public final void n(nro.bF);,142,35736,14,574924928, err at frame 
aw,public final void n(nro.bF);,175,35750,7,574924928, vitri 
aw,public final void n(nro.bF);,210,28088,1,574924928,_
aw,public final void n(nro.bF);,246,5,3,574924928,   
ax,public static void da();,171,2,1,574924928, 
ay,public static void db();,173,2,1,574924928, 
ay,public static void db();,216,2,1,574924928, 
ay,public static void db();,308,5,3,574924928,   
ay,public static void db();,374,3,2,574924928,  
ay,public static void db();,926,2,1,574924928, 
ay,public nro.ay();,512,27531,7,574924928,/mymap/
ay,public static void a(byte[]);,63,27471,15,574924928,/mymap/mapTable
ay,public static void a(byte[]);,125,27486,25,574924928,MapTemplate.vCurrItem[a] 
ay,public static void a(byte[]);,318,27511,15,574924928,/mapBackGround/
ay,public static void a(byte[]);,354,27526,4,574924928,.png
ay,public static void a(byte[]);,423,27511,15,574924928,/mapBackGround/
ay,public static void a(byte[]);,460,27526,4,574924928,.png
az,public static void dc();,77,2,1,574924928, 
b,public java.lang.String a(nro.aY);,71,2,1,574924928, 
b,public void a(nro.cL);,256,32953,13,574924928,Có lỗi xảy ra
b,public static void j();,141,2,1,574924928, 
b,public static void j();,342,3,2,574924928,  
b,public static void j();,382,2,1,574924928, 
b,public static void j();,422,2,1,574924928, 
b,public static void j();,630,5,3,574924928,   
b,public void k();,1036,32966,13,574924928,Select menu: 
bB,public static {};,13,48750,6,574924928,VSKILL
bC,public static void gm();,54,5,3,574924928,   
bC,public static void gm();,137,2,1,574924928, 
bC,public static void gm();,247,2,1,574924928, 
bC,public static void gm();,288,3,2,574924928,  
bD,public static void gn();,142,2,1,574924928, 
bE,public static void go();,150,2,1,574924928, 
bE,public static void go();,193,2,1,574924928, 
bE,public static void go();,233,3,2,574924928,  
bE,public static void go();,273,5,3,574924928,   
bE,public static {};,26,48756,9,574924928,nr_nap_25
bE,public static {};,45,48765,10,574924928,nr_nap_150
bE,public static {};,64,48775,10,574924928,nr_nap_350
bE,public static {};,83,48785,10,574924928,nr_nap_800
bE,public static {};,102,48795,11,574924928,nr_nap_2500
bE,public static {};,132,48806,11,574924928,Nạp 25 ngọc
bE,public static {};,151,48817,12,574924928,Nạp 150 ngọc
bE,public static {};,170,48829,12,574924928,Nạp 350 ngọc
bE,public static {};,189,48841,12,574924928,Nạp 800 ngọc
bE,public static {};,208,48853,13,574924928,Nạp 2500 ngọc
bE,public static {};,238,48866,10,574924928,22.000 VND
bE,public static {};,257,48876,11,574924928,109.000 VND
bE,public static {};,276,48887,11,574924928,219.000 VND
bE,public static {};,295,48898,11,574924928,449.000 VND
bE,public static {};,314,48909,13,574924928,1.099.000 VND
bF,public static void gp();,124,2,1,574924928, 
bF,"public static int a(float, int, int);",31,48922,11,574924928,blend color
bG,public final void h(nro.bF);,1141,48933,3,574924928,Lv.
bG,public final void h(nro.bF);,1179,2,1,574924928, 
bG,public final void h(nro.bF);,1293,48936,3,574924928,no.
bG,public final void h(nro.bF);,2802,48939,21,574924928,-paint-radaScr-null: 
bG,public final void cp();,347,48960,19,574924928,-upd-radaScr-null: 
bG,public static void gq();,141,2,1,574924928, 
bG,public static void gq();,184,2,1,574924928, 
bG,public static void gq();,546,3,2,574924928,  
bG,public static void gq();,767,5,3,574924928,   
bG,public static void gq();,1584,2,1,574924928, 
bG,public static void gq();,2100,3,2,574924928,  
bG,public nro.bG();,82,48979,13,574924928,/radar/17.png
bG,public nro.bG();,109,48992,12,574924928,/radar/3.png
bG,public nro.bG();,136,49004,13,574924928,/radar/23.png
bG,public nro.bG();,264,49017,12,574924928,/radar/0.png
bG,public nro.bG();,295,49029,12,574924928,/radar/1.png
bG,public nro.bG();,326,49041,12,574924928,/radar/2.png
bG,public nro.bG();,357,48979,13,574924928,/radar/17.png
bG,public nro.bG();,388,49053,12,574924928,/radar/4.png
bG,public nro.bG();,419,49065,12,574924928,/radar/5.png
bG,public nro.bG();,450,49077,12,574924928,/radar/6.png
bG,public nro.bG();,539,49089,7,574924928,/radar/
bG,public nro.bG();,585,27526,4,574924928,.png
bG,public nro.bG();,626,49096,13,574924928,/radar/14.png
bG,public nro.bG();,657,49109,13,574924928,/radar/15.png
bG,public nro.bG();,688,49122,13,574924928,/radar/16.png
bG,public nro.bG();,718,49135,13,574924928,/radar/18.png
bG,public nro.bG();,749,49148,13,574924928,/radar/19.png
bG,public nro.bG();,780,49161,13,574924928,/radar/20.png
bG,public nro.bG();,811,49174,13,574924928,/radar/21.png
bG,public nro.bG();,841,49187,13,574924928,/radar/22.png
bH,public static java.lang.String d(java.lang.String);,32,28152,1,574924928,/
bH,public static java.lang.String d(java.lang.String);,83,328,5,574924928,UTF-8
bH,public static void gr();,54,2,1,574924928, 
bH,public static void gr();,178,2,1,574924928, 
bH,public static void gr();,221,2,1,574924928, 
bH,"public static void c(java.lang.String, java.lang.String);",34,328,5,574924928,UTF-8
bH,"public static void a(java.lang.String, byte[]);",38,49200,2,574924928,vj
bH,"public static void a(java.lang.String, byte[]);",161,49202,37,574924928,bi loi save -------------------------
bH,public static void ad();,31,49239,9,574924928,CLEAR ALL
bH,public static void ad();,92,19282,5,574924928,2.5.0
bH,public static byte[] b(java.lang.String);,38,49200,2,574924928,vj
bH,public static java.lang.String e(java.lang.String);,48,328,5,574924928,UTF-8
bH,public static {};,12,49248,10,574924928,ResVersion
bH,public static {};,27,49258,10,574924928,clienttype
bH,public static {};,42,49268,13,574924928,lastZoomlevel
bH,public static {};,57,45592,6,574924928,userAo
bH,public static {};,71,45617,3,574924928,acc
bH,public static {};,85,49281,4,574924928,pass
bH,public static {};,99,49285,5,574924928,check
bJ,public static void gt();,142,2,1,574924928, 
bJ,public static void gt();,263,2,1,574924928, 
bJ,public static void gt();,303,2,1,574924928, 
bJ,public static void gt();,344,3,2,574924928,  
bJ,"public final void f(nro.bF, int, int);",205,37194,1,574924928,'
bJ,"public final void f(nro.bF, int, int);",259,35212,1,574924928,s
bJ,"public final void f(nro.bF, int, int);",333,2,1,574924928, 
bK,public void co();,31,49321,7,574924928,END ME!
bK,"public nro.bK(nro.bv, int, nro.ah, int, int);",31,49328,6,574924928,vDARTS
bK,public static void gv();,99,2,1,574924928, 
bK,public static void gv();,190,3,2,574924928,  
bK,public static void gv();,733,5,3,574924928,   
bL,public static {};,12,49334,11,574924928,area_select
bL,public final void co();,93,49345,10,574924928,/iconHead_
bL,public final void co();,123,27526,4,574924928,.png
bL,public nro.bL();,134,49355,10,574924928,Tiếng Việt
bL,public nro.bL();,171,49365,7,574924928,English
bL,public nro.bL();,209,49372,4,574924928,Indo
bL,public nro.bL();,263,49376,8,574924928,VIỆT NAM
bL,public nro.bL();,301,49384,6,574924928,GLOBAL
bL,public nro.bL();,357,49390,18,574924928,Máy chủ tiêu chuẩn
bL,public nro.bL();,395,49408,13,574924928,Máy chủ Super
bL,public nro.bL();,451,49421,48,574924928,"Máy chủ tiêu chuẩn:
Tiến trình game bình thường."
bL,public nro.bL();,489,49469,96,574924928,"Máy chủ Super:
 -Không thể giao dịch vàng.
 x3 Sức mạnh
 x3 Tiềm năng
 x3 Vàng
 x3 Vật phẩm khác"
bL,public nro.bL();,519,49565,29,574924928,Chỉ hiện thị máy chủ đã chơi.
bL,"public final void a(int, java.lang.Object);",38,49594,24,574924928,perform trong ServerScr:
bL,public static void gw();,54,5,3,574924928,   
bL,public static void gw();,135,2,1,574924928, 
bL,public static void gw();,488,3,2,574924928,  
bL,public static void gw();,698,2,1,574924928, 
